From Zone,To Zone,0.5kg,1.0kg,2.0kg,3.0kg,4.0kg,5.0kg,Base (>5kg),Per kg
OAG,SYD,6.8875,7.95,8.3,8.65,9.7875,10.8875,12.7,0.1625
OAG,ALB,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,BRI,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,CBR,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,CCT,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,CFS,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,MEL,7.7625,9.2625,9.7875,10.2875,11.6125,12.9375,19.475,1.675
OAG,NEW,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,WOL,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,ADL,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,BEN,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,GEE,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,GLD,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,NTH,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,PQQ,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,1.775
OAG,SUN,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,2.725
OAG,TOO,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,2.725
OAG,BDB,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,2.725
OAG,CAP,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,3.2375
OAG,DPO,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.15
OAG,LAU,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.15
OAG,MYB,8.225,9.8,10.35,10.9,12.3,13.7125,20.625,2.725
OAG,TAS,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.15
OAG,YNG,7.8125,9.5,9.975,10.4375,11.8,13.175,13.45,0.725
OAG,CNS,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.15
OAG,MKY,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,3.2375
OAG,PER,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.9875
OAG,TVL,9.9125,13.6125,15.475,17.3625,19.15,20.925,20.625,4.15
PER,PER,5.8625,6.2125,6.2125,6.2125,6.2125,6.2125,7.0625,0.2
PER,SHT,8.2125,8.7125,8.7125,8.7125,8.7125,9.95,11.2875,0.275
PER,ADL,8.8,9.1,9.9,10.7125,11.6625,12.6,25.1625,1.775
PER,MEL,9.8875,10.025,10.5125,10.975,12.2,12.95,15.2125,1.0375
PER,CBR,11.525,11.6625,12.75,12.75,14.2625,16.3625,17.6625,2.175
PER,CCT,11.525,11.6625,12.75,12.75,14.2625,14.2625,17.6625,1.5875
PER,NEW,11.525,11.6625,12.2,12.75,13.5,14.2625,17.6625,1.75
PER,SYD,9.8875,10.025,10.975,10.975,12.2,14.2625,15.2125,1.475
PER,WOL,11.525,11.6625,12.75,12.75,14.2625,14.2625,17.6625,1.5
PER,ALB,11.525,11.6625,12.2,12.75,13.5,14.2625,17.6625,1.225
PER,BEN,11.525,11.6625,12.2,12.75,13.5,14.2625,17.6625,1.6375
PER,GEE,11.525,11.6625,12.2,12.75,13.5,14.2625,17.6625,1.225
PER,BRI,11.725,11.8625,14.325,14.325,17.7375,17.7375,21.825,2.35
PER,CFS,11.725,11.8625,14.325,14.325,17.7375,17.7375,21.825,2.15
PER,GLD,11.725,11.8625,14.325,14.325,17.7375,17.7375,21.825,2.5375
PER,NTH,11.725,11.8625,15.0125,17.7375,19.1,20.4625,22.5125,2.8625
PER,PQQ,11.725,11.8625,15.0125,17.7375,19.1,20.4625,22.5125,2.9375
PER,OAG,11.725,11.8625,15.0125,17.7375,19.1,20.4625,22.5125,3.3
PER,SUN,11.725,11.8625,14.325,14.325,17.7375,17.7375,21.825,2.5625
PER,YNG,10.1875,12.75,14.875,17,21.9,25.2,26.7625,1.725
PER,DPO,10.1875,12.75,14.875,17,21.9,25.2,27.4,2.975
PER,LAU,10.1875,12.75,14.875,17,21.9,25.2,27.4375,2.9375
PER,TAS,10.1875,12.75,14.875,17,21.9,25.2,27.4,3
PER,TOO,10.55,13.3875,16.1625,18.9375,23.7625,27.8125,29.525,3.025
PER,BDB,10.55,13.3875,16.1625,18.9375,23.7625,27.8125,30.4125,4.3625
PER,CAP,10.55,13.0625,15.4125,17.775,22.2,25.4875,28.1625,4.425
PER,MYB,10.55,13.3875,16.1625,18.9375,23.7625,27.8125,30.3375,3.2
PER,MKY,10.55,13.3875,16.1625,18.9375,23.7625,27.8125,30.6875,4.0375
PER,TVL,10.8875,13.8375,18.125,22.4125,27.4375,32.45,35.125,4.3125
PER,CNS,10.8875,13.8375,18.125,22.4125,27.4375,32.45,35.125,4.9375
PQQ,PQQ,7.9875,10.9,11.725,12.5625,12.6375,12.6875,12.6875,0.1125
PQQ,SHT,8.7875,11.9875,12.9,13.8125,13.875,13.95,14.325,0.125
PQQ,CFS,8.45,11.475,12.2,12.925,13.7375,14.5375,15.6875,0.2
PQQ,NEW,9.0875,12.55,13.3625,14.15,15.025,15.8875,20.4625,1.7125
PQQ,ALB,9.575,13.075,14.3,15.4875,16.625,17.7625,23.1875,2.075
PQQ,BRI,9.575,13.075,14.3,15.4875,16.625,17.7625,19.1,0.4
PQQ,CBR,9.0875,12.55,13.3625,14.15,15.025,15.8875,20.4625,1.4375
PQQ,CCT,9.0875,12.55,13.3625,14.15,15.025,15.8875,20.4625,1.7125
PQQ,GLD,9.575,13.075,14.3,15.4875,16.625,17.7625,20.4625,1.025
PQQ,NTH,9.0875,12.55,13.3625,14.15,15.025,15.8875,20.4625,1.375
PQQ,SUN,9.575,13.075,14.3,15.4875,16.625,17.7625,23.1875,2.0375
PQQ,SYD,9.0875,12.55,13.3625,14.15,15.025,15.8875,16.3625,0.4875
PQQ,TOO,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,1.375
PQQ,WOL,9.0875,12.55,13.3625,14.15,15.025,15.8875,20.4625,1.375
PQQ,BDB,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,4.1
PQQ,BEN,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,1.5
PQQ,CAP,11.725,16.1,18.275,20.4625,22.575,24.6875,25.925,2.725
PQQ,GEE,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,1.6375
PQQ,MEL,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,1.375
PQQ,MKY,11.725,16.1,18.275,20.4625,22.575,24.6875,25.925,3.4125
PQQ,MYB,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,3.4125
PQQ,OAG,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,3.4125
PQQ,YNG,9.0875,12.55,13.3625,14.15,15.025,15.8875,25.925,3.4125
PQQ,ADL,9.575,13.075,14.3,15.4875,16.625,17.7625,25.925,3.4125
PQQ,CNS,11.725,16.1,18.275,20.4625,22.575,24.6875,28.65,5.45
PQQ,DPO,11.725,16.1,18.275,20.4625,22.575,24.6875,28.65,5.45
PQQ,LAU,11.725,16.1,18.275,20.4625,22.575,24.6875,28.65,5.45
PQQ,TAS,11.725,16.1,18.275,20.4625,22.575,24.6875,28.65,5.45
PQQ,TVL,11.725,16.1,18.275,20.4625,22.575,24.6875,28.65,5.45
PQQ,PER,11.725,16.1,18.275,20.4625,22.575,24.6875,43.65,6.825
SUN,SUN,12.1,12.1,12.1,12.1,12.1,12.1,12.2375,0.2
SUN,SHT,12.35,13.875,17.2125,17.2125,17.2125,17.2125,17.3625,0.2
SUN,BRI,12.3625,13.975,17.45,17.45,17.45,17.45,17.6375,0.2
SUN,GLD,12.3625,13.975,17.45,17.45,17.45,17.45,17.775,0.3375
SUN,TOO,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,22.325,0.825
SUN,BDB,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.0875,1.8
SUN,CAP,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.0875,2.0125
SUN,CCT,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,2.575
SUN,CFS,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,0.95
SUN,MYB,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.0875,1.8
SUN,NEW,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,2.0375
SUN,NTH,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,1.6375
SUN,PQQ,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,1.6375
SUN,SYD,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,1.225
SUN,WOL,12.3625,13.975,20.4375,20.4375,21.6375,21.6375,23.3,1.225
SUN,ALB,12.3625,13.975,20.4375,20.4375,23.95,23.95,26.5,1.6375
SUN,BEN,12.3625,13.975,20.4375,20.4375,23.95,23.95,36.2625,2.175
SUN,CBR,12.3625,13.975,20.4375,20.4375,23.95,23.95,26.5375,1.9125
SUN,GEE,12.3625,13.975,20.4375,20.4375,23.95,23.95,26.5,1.6375
SUN,MEL,12.3625,13.975,20.4375,20.4375,23.95,23.95,26.35,1.375
SUN,MKY,12.3625,13.975,20.4375,20.4375,23.95,23.95,26.75,2.0125
SUN,OAG,12.3625,13.975,20.4375,20.4375,23.95,23.95,36.1375,2.725
SUN,TVL,12.3625,13.975,20.4375,20.4375,23.95,23.95,36.525,2.4625
SUN,ADL,12.3625,13.975,20.4375,20.4375,23.95,23.95,35.9625,2.175
SUN,CNS,12.3625,13.975,20.4375,20.4375,23.95,23.95,36.525,3.125
SUN,YNG,12.3625,13.975,20.4375,20.4375,23.95,23.95,36.375,2.4625
SUN,DPO,12.3625,13.975,20.4375,20.4375,23.95,23.95,46.2625,3.6875
SUN,LAU,12.3625,13.975,20.4375,20.4375,23.95,23.95,46.2625,3.6875
SUN,PER,12.3625,13.975,20.4375,20.4375,23.95,23.95,61.5875,5.725
SUN,TAS,12.3625,13.975,20.4375,20.4375,23.95,23.95,46.2625,3.6875
SYD,SYD,5.7875,6.475,6.475,6.475,6.475,6.475,7.1625,0.2
SYD,SHT,10.3125,10.9625,11.1625,11.3625,11.575,11.775,11.975,0.2
SYD,CCT,8.1875,9.2,9.3375,9.475,9.6875,9.8875,10.025,0.3375
SYD,NEW,8.1875,9.2,9.3375,9.475,9.6875,9.8875,10.025,0.3375
SYD,WOL,8.1875,9.2,9.3375,9.475,9.6875,9.8875,10.025,0.3375
SYD,CBR,8.1875,9.2,9.7125,10.225,10.575,10.9125,11.6,0.95
SYD,BRI,8.1875,8.875,9.55,10.225,10.575,10.9125,11.6,0.95
SYD,MEL,8.1875,8.5875,8.7375,8.875,9.075,9.275,10.0875,0.95
SYD,OAG,9.2,9.55,10.225,10.9125,12.2875,13.6375,17.7375,1.375
SYD,GLD,9.075,9.2,9.7125,10.225,10.575,10.9125,11.6,1.375
SYD,CFS,9.2,9.55,10.225,10.9125,12.2875,13.6375,17.7375,1.025
SYD,NTH,9.2,9.55,10.225,10.9125,12.2875,13.6375,17.7375,1.575
SYD,PQQ,9.2,9.55,10.225,10.9125,12.2875,13.6375,17.7375,1.7125
SYD,YNG,9.2,9.55,10.225,10.9125,12.2875,13.6375,17.7375,1.575
SYD,GEE,9.2,9.3375,9.475,9.625,9.9125,10.225,11.6625,1.225
SYD,ADL,9.2,9.3375,9.475,9.625,9.9125,10.225,11.6625,0.75
SYD,ALB,9.075,9.2,9.3375,9.475,9.6875,9.8875,11.6625,0.475
SYD,SUN,8.45,9.2,10.0625,10.9125,11.6,12.2875,16.3625,1.1125
SYD,TOO,8.45,9.2,10.0625,10.9125,11.6,12.2875,16.3625,1.475
SYD,BEN,8.45,9.2,10.0625,10.9125,11.6,12.2875,16.3625,1.0375
SYD,BDB,10.7125,13.4375,14.6625,15.8875,17.5,19.1,24.55,2.8625
SYD,DPO,8.875,11.1125,12.4375,13.775,15.75,17.7375,25.6375,2.375
SYD,LAU,8.875,11.1125,12.4375,13.775,15.75,17.7375,25.6375,2.375
SYD,MYB,10.375,14.125,15.925,17.7375,19.5375,21.3375,24.55,1.6125
SYD,TAS,8.875,11.1125,12.4375,13.775,15.75,17.7375,25.6375,2.4
SYD,CAP,10.375,13.4375,14.6625,15.8875,17.5,19.1,24.55,2.8875
SYD,MKY,10.375,14.125,15.925,17.7375,19.425,21.1375,24.55,2.4
SYD,TVL,10.375,14.125,15.925,17.7375,19.425,21.1375,24.55,2.7875
SYD,CNS,10.375,14.125,15.925,17.7375,19.425,21.1375,24.55,3.25
SYD,PER,10.3125,13.0875,14.725,16.3625,19.4,22.4375,28.65,4.2625
TAS,TAS,9.3,9.3,9.3,9.3,9.3,9.3,9.375,0.075
TAS,DPO,9.3,9.3,9.4875,9.675,9.9125,10.1625,10.1625,0.375
TAS,LAU,9.3,9.3,9.4875,9.675,9.9125,10.1625,10.1625,0.375
TAS,GEE,10.0875,11.4125,12.2125,13.025,13.975,14.9375,15.6125,0.6875
TAS,MEL,10.0875,10.625,11.5625,12.4875,13.1,13.725,14.2125,0.5
TAS,SYD,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,ADL,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,ALB,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,BEN,10.0875,11.4125,12.2125,13.025,13.975,14.9375,15.6125,0.6875
TAS,CBR,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,CCT,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,NEW,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,WOL,10.0875,11.8875,12.975,14.0875,15.1125,16.1375,18.375,1.7375
TAS,BRI,11.2125,14.6375,16.6125,18.6,20.525,22.4375,26.375,3.425
TAS,CFS,11.2125,14.6375,16.6125,18.6,20.525,22.4375,27.3,4.35
TAS,GLD,11.2125,14.6375,16.6125,18.6,20.525,22.4375,26.375,3.425
TAS,NTH,11.2125,14.6375,16.6125,18.6,20.525,22.4375,26.375,3.425
TAS,OAG,11.2125,14.6375,16.6125,18.6,20.525,22.4375,27.3,4.35
TAS,PQQ,11.2125,14.6375,16.6125,18.6,20.525,22.4375,26.375,3.425
TAS,SUN,11.2125,14.6375,16.6125,18.6,20.525,22.4375,26.375,3.425
TAS,TOO,11.2125,14.6375,16.6125,18.6,20.525,22.4375,27.3,4.35
TAS,BDB,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,CAP,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,MYB,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,TVL,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,YNG,11.2125,14.6375,16.6125,18.6,20.525,22.4375,27.3,4.35
TAS,CNS,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,MKY,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TAS,PER,11.2125,15.875,18.4875,21.1125,23.725,26.35,31.5875,5.2375
TOO,TOO,7.5,7.6375,7.775,7.9125,8.1125,8.3125,8.45,0.1375
TOO,SHT,8.875,9,9.1375,9.275,9.475,9.6875,9.825,0.1375
TOO,BRI,7.6375,7.775,8.05,8.05,8.45,8.45,8.5875,0.4
TOO,GLD,8.65,8.925,10.4875,12.0125,13.3375,14.65,14.8625,0.725
TOO,SUN,8.65,8.925,10.4875,12.0125,13.3375,14.65,14.8625,0.725
TOO,BDB,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,CAP,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,CCT,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,CFS,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,MKY,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,MYB,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,NEW,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,NTH,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,PQQ,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,SYD,9.15,10.9,11.5125,12.1125,13.675,15.2375,23.05,1.9625
TOO,WOL,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,ALB,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,4.7875
TOO,BEN,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,4.7875
TOO,CBR,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,GEE,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,3.7625
TOO,MEL,10.775,14.8,16.8125,18.825,20.775,22.7125,23.05,3.575
TOO,OAG,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,ADL,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,3.7625
TOO,CNS,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,TVL,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,2.075
TOO,YNG,9.575,13.075,14.3,15.4875,16.625,17.7625,25.2625,3.125
TOO,DPO,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,5.7625
TOO,LAU,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,5.7625
TOO,TAS,11.725,16.1,18.275,20.4625,22.575,24.6875,25.2625,5.7625
TOO,PER,11.725,16.1,18.275,20.4625,23.1875,27.275,34.1,6.825
TVL,TVL,6.9875,9.3525,9.7153125,10.0915625,10.26625,10.4409375,10.48125,0.1075
TVL,CAP,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,2.1096875
TVL,MKY,8.4521875,9.62125,10.0646875,10.4946875,11.8653125,13.2359375,14.13625,0.215
TVL,CNS,8.4521875,9.62125,10.0646875,10.4946875,11.8653125,13.2359375,14.13625,0.215
TVL,BDB,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,2.1096875
TVL,MYB,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,2.1096875
TVL,BRI,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,3.198125
TVL,GLD,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,3.198125
TVL,SUN,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,3.198125
TVL,TOO,9.433125,11.206875,11.8384375,12.4565625,14.0690625,15.6815625,25.74625,3.843125
TVL,NTH,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,CFS,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,SYD,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,27.3990625,4.8778125
TVL,CBR,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,CCT,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,27.3990625,4.8778125
TVL,MEL,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,NEW,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,OAG,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,PQQ,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,WOL,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,27.3990625,4.8778125
TVL,YNG,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,5.885625
TVL,ALB,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,GEE,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,28.3934375,4.8778125
TVL,ADL,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,BEN,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,DPO,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,LAU,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,TAS,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
TVL,PER,11.0859375,15.2246875,17.2940625,19.3634375,21.365625,23.3678125,29.374375,5.885625
WOL,WOL,7.025,7.15,7.2875,7.4,7.5875,7.8,7.9125,0.1375
WOL,SHT,7.025,7.15,7.2875,7.4,7.5875,7.8,7.9125,0.1375
WOL,CCT,9,9.125,9.325,9.5125,9.775,10.025,10.9125,0.575
WOL,NEW,9,9.125,9.325,9.5125,9.775,10.025,10.9125,0.575
WOL,SYD,8.4875,8.6125,8.75,8.875,9.075,9.2625,9.375,0.325
WOL,ALB,8.8125,8.9375,9.125,9.325,9.575,9.8375,11.4875,1.025
WOL,BRI,9.0875,10.45,10.5125,10.575,11.5,12.425,17.775,1.125
WOL,CBR,9.0875,10.45,10.5125,10.575,11.5,12.425,18.5625,0.6125
WOL,CFS,9.0875,10.45,10.5125,10.575,11.5,12.425,17.75,1.6375
WOL,GLD,9.0875,10.45,10.5125,10.575,11.5,12.425,17.875,1.15
WOL,MEL,9.0875,10.45,10.5125,10.575,11.5,12.425,18.7,1.275
WOL,NTH,9.0875,10.45,10.5125,10.575,11.5,12.425,18.225,1.6375
WOL,PQQ,9.0875,10.45,10.5125,10.575,11.5,12.425,18.2375,1.6375
WOL,ADL,9.575,11.875,14.15,16.4125,18.0875,19.75,21.0375,1.025
WOL,BDB,11.35,11.875,14.2,16.525,18.2375,19.925,22.1625,2.9375
WOL,BEN,9.575,11.875,14.15,16.4125,18.0875,19.75,21.1375,1.15
WOL,CAP,9.575,11.875,14.15,16.4125,18.0875,19.75,22.1625,3
WOL,DPO,9.575,11.875,14.15,16.4125,18.0875,19.75,22.3625,2.4375
WOL,GEE,9.125,9.2625,9.45,9.6375,9.9875,10.35,11.8125,0.4375
WOL,LAU,9.575,11.875,14.15,16.4125,18.0875,19.75,22.3125,2.4375
WOL,MYB,11.35,11.875,14.2,16.525,18.2375,19.925,22.175,0.9
WOL,OAG,9.575,10.45,12.95,15.4625,16.6125,17.7625,22.1375,0.7625
WOL,SUN,9.575,11.875,14.15,16.4125,18.0875,19.75,21.0875,1.275
WOL,TAS,9.575,11.875,14.15,16.4125,18.0875,19.75,22.375,2.4375
WOL,TOO,9.575,11.875,14.15,16.4125,18.0875,19.75,21.3875,1.6625
WOL,YNG,11.35,11.875,14.2,16.525,18.2375,19.925,21.2625,1.475
WOL,CNS,13.325,13.65,16.3375,19.0375,20.95,22.8625,28.3,4.4625
WOL,MKY,9.575,11.95,14.175,16.4125,18.0875,19.75,24.4125,4.0375
WOL,TVL,13.325,13.65,16.3375,19.0375,20.95,22.8625,28.15,4.4625
WOL,PER,13.4875,13.8125,16.5375,19.2875,21.1875,25.025,39.4625,4.1375
YNG,YNG,7.3875,9.2,9.575,9.95,10.1,10.2625,10.2625,0.075
YNG,SHT,9.6125,11.9875,12.4375,12.925,13.1375,13.3625,13.3625,0.1125
YNG,ALB,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,CBR,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,CCT,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,NEW,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,SYD,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,WOL,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,BEN,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,GEE,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,MEL,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,OAG,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,ADL,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,4.325
YNG,BRI,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,CFS,10.4125,12.6625,13.2875,13.925,15.7375,17.5625,17.925,0.9625
YNG,DPO,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,5.5375
YNG,GLD,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,LAU,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,5.5375
YNG,NTH,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,PQQ,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,2.3625
YNG,SUN,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,3.625
YNG,TAS,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,5.5375
YNG,BDB,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,3.625
YNG,CAP,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,4.325
YNG,MKY,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,4.325
YNG,MYB,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,3.625
YNG,TOO,10.9625,13.0625,13.8,14.525,16.4,18.275,27.4875,3.625
YNG,TVL,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,5.5375
YNG,CNS,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,5.5375
YNG,PER,13.225,18.1375,20.6375,23.1375,25.5375,27.9,27.4875,6.6375